Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3334,Home & Kitchen,Home Appliances,De'longhi,Delonghi Bean to Cup Coffee Maker ESAM 2600,"<p>Easy to operate, the Delonghi Coffee maker ESAM2600 effectively mixes steam, air and milk to produce a rich creamy cup of cappuccino. This machine can be used with ground coffee or coffee beans and allows you to prepare two cups of coffee with a single brewing. Offering adjustable water quantity, coffee quantity and easy temperature control, this coffee maker is extremely convenient to use and operate. Designed with a sturdy, removable drip tray, this coffee maker does not require elaborate upkeep and is easy to clean.</p>","<ul>
  <li>Cappuccino System mixes steam, air and milk, producing a rich, creamy froth tor great cappuccinos<br />
  </li>
  <li>The machine can be used with either coffee beans or ground coffee<br />
  </li>
  <li>You can prepare two cups of coffee with a single brewing<br />
  </li>
  <li>Removable brewing unit with variable capacity<br />
  </li>
  <li>New silent integrated coffee grinder with 13 grinding settings<br />
  </li>
  <li>Adjustable coffee quantity<br />
  </li>
  <li>Adjustable water quantity<br />
  </li>
  <li>Electronic temperature control<br />
  </li>
  <li>Pre-brewing<br />
  </li>
  <li>Adjustable coffee dispenser for varying cups size<br />
  </li>
  <li>Automatic shut-off<br />
  </li>
  <li>Empty water and bean container indicator -Coffee-grounds container capacity indicator: 14cups/72h<br />
  </li>
  <li>Removable water reservoir (1.81.)<br />
  </li>
  <li>Rinse and decalcification auto-programmes<br />
  </li>
  <li>Programmable water hardness<br />
  </li>
  <li>Removable drip tray<br />
  </li>
  <li>Cup holder<br />
  </li>
  <li>New patented thermoblock: to grant the espresso at the ideal and constant temperature<br />
  </li>
  <li>Adjustable steam emission<br />
  </li>
  <li>Electronic steam and coffee thermostat<br />
  </li>
  <li>Energy saving function<br />
  </li>
  <li>Power supply switch for zero consumption<br />
  </li>
  <li>Stand-by function</li>
</ul>",45038.1,INGL3334.jpg,INGL3333 INGL3332 INGL3335 INGL3336 INGL3337 INGL3338
INGL3335,Home & Kitchen,Home Appliances,De'longhi,Delonghi Pump-Driven Coffee Makers ECO 310.R,"<p>The Del Coffee Maker Pump EsprsEC310 Icona RD is a perfect addition to a coffee lover’s kitchen. Deigned with great finesse, this coffee maker has a crema filter holder to hold ground coffee and E.S.E pods. The coffee maker is always ready for use thanks to its unique self-priming design. It has single buttons with indicator lights which denote the on-off mode. This coffee maker can be used to serve the regular espresso or the frothy cappuccino with the press of a button.</p>","<ul>
  <li>Stainless steel boiler<br />
  </li>
  <li>Unique high gloss Red finish with chromed details<br />
  </li>
  <li>Transparent and removable water reservoir (capacity: 1,41.)<br />
  </li>
  <li>Self-priming system means machine is always ready tor use<br />
  </li>
  <li>&quot;Cappuccino System&quot;: it mixes steam, air and milk, producing a rich, creamy froth for great cappuccino<br />
  </li>
  <li>This appliance can be used either with ground coffee (1 or 2 cups) or with the &quot;Easy Serving Espresso&quot; method<br />
  </li>
  <li>Single buttons with indicator lights for On/Off mode, and for selection of espresso and cappuccino<br />
  </li>
  <li>2 separate thermostats to control water and steam temperatures<br />
  </li>
  <li>Cup warmer<br />
  </li>
  <li>Steam emission regulating knob<br />
  </li>
  <li>Removable drip tray<br />
  </li>
  <li>Anti drip system<br />
  </li>
  <li>Incorporated coffee tamper</li>
</ul>",14677.8,INGL3335.jpg,INGL3333 INGL3334 INGL3332 INGL3336 INGL3337 INGL3338
INGL3336,Home & Kitchen,Home Appliances,De'longhi,Delonghi Pump-Driven Coffee Makers EC 145,"<p>Designed with a powerful, robust body, the Delonghi Coffee Maker Pump Espresso-EC 145 has a stainless steel boiler. This coffee machine has a self priming system which keeps the machine ready to make the perfect brew at any time of the day. Designed with two thermostats, this coffee machine offers separate controls for water and steam temperatures. The single selector knob offers on/off function, espresso and cappuccino function with indicator lights for added ease of functionality.</p>
<p>Make your kitchen functional and compact with this Delonghi Coffee Maker Pump Espresso-EC 145. Saving you a lot of time, this coffee maker powers through and brews the best coffee within 2 minutes tops. Equipped with two filters, you can fill two cups with coffees at a time. It is also furnished with two thermostats to control steam and water temperatures. The distinct cappuccino system implanted in this coffee maker makes the beverage frothy. It also has an adjustable steam emission loop which makes this device flexible. The filter nozzles have anti-drip attachments to resist spillage and also a detachable drip tray. Therefore this coffee maker is easy to clean and use. The black matter exterior of the device is furnished with temperature and coffee strength dial. Thus you can brew any type of coffee you like.</p>",,9098.4,INGL3336.jpg,INGL3333 INGL3334 INGL3335 INGL3332 INGL3337 INGL3338
INGL3337,Home & Kitchen,Home Appliances,De'longhi,Delonghi Coffee Makers ICM 2.B,"<p>The Drip Coffee Makers ICM 2.B helps you to make 10 cups of coffee at one go. The V-shaped easy to clean nylon filter ensures that the coffee maker can be conveniently cleaned ensuring complete hygiene. 1.5 litre of coffee can be quickly made with the help of this. The water-level window on both sides of the machine ensures that you have enough water in the device to make coffee. A jug warmer is provided at the base of the coffee maker in order to keep it hot after brewing. The drip–stop device in the coffee maker ensures that the jug can be removed anytime while the coffee is still brewing. The coffee maker requires 1000 watts of power input and it weighs 1.8 kg. Book your Del Drip coffee machine CM2 now. Mouth watering coffee awaits you!</p>
<p>The Drip Coffee Makers ICM 2.B helps you to make 10 cups of coffee at one go. The V-shaped easy to clean nylon filter ensures that the coffee maker can be conveniently cleaned ensuring complete hygiene. 1.5 litre of coffee can be quickly made with the help of this. The water-level window on both sides of the machine ensures that you have enough water in the device to make coffee. A jug warmer is provided at the base of the coffee maker in order to keep it hot after brewing. The drip–stop device in the coffee maker ensures that the jug can be removed anytime while the coffee is still brewing. The coffee maker requires 1000 watts of power input and it weighs 1.8 kg. Book your Del Drip coffee machine CM2 now. Mouth watering coffee awaits you!</p>","<ul>
  <li>Drip Stop Device<br />
  </li>
  <li>Easy to Clean Permanent Nylon Filter<br />
  </li>
  <li>Water Level Window on Both Sides<br />
  </li>
  <li>10 Cups Capacity</li>
</ul>",2570.4,INGL3337.jpg,INGL3332 INGL3338 INGL3339 INGL3340 INGL3341
INGL3338,Home & Kitchen,Home Appliances,De'longhi,Delonghi Steam Coffee Maker EC 5,"<p>Wake up to a hot, steaming brew of your favourite coffee with this Del Steam coffee maker Steam EspressoEC5. This coffee maker has a patented safety cap to ensure complete user safety during operation. Equipped with a large, removable drip tray, this coffee machine is easy to clean and maintain. With its two-cup adaptor, this steam driven coffee maker enables you to make two espressos simultaneously. The glass carafe of this coffee machine has high temperature resistance and a durable design for lasting utility.</p>
<p>If you want to sip a piping hot cup of coffee every day then better start using the Del Steam coffee maker Steam EspressoEC5. Brewing flavourful coffee within 2 minutes, this coffee maker brews like a whiz. Distinctive and powerful this coffee maker is equipped with two filters with anti drip valves that resist spillage. The cups are placed on an anti-drip tray that is removable hence making cleaning easy. This easy to maintain coffee maker allows you to make two cups of coffee simultaneously. It also has a swivelling frothing attachment that stirs thick froth over your cappuccino and latte. The glass carafe is huge and is made from durable material hence can resist heat and ensures lasting shelf life. The on and off lights indicate the status of the machine.</p>","<ul>
  <li>Steam-Driven Machine<br />
  </li>
  <li>Patented Safety Cap<br />
  </li>
  <li>Two-Cup Adapter<br />
  </li>
  <li>Swivel Jet Frother<br />
  </li>
  <li>On/Off Switch with Indicator Light</li>
</ul>",4845,INGL3338.jpg,INGL3337 INGL3332 INGL3339 INGL3340 INGL3341
INGL3339,Home & Kitchen,Home Appliances,De'longhi,Delonghi Grinder KG 40,"<p>With its transparent and removable bean container and durable, long lasting stainless steel grinding blades, the KG 40 can gind beans for upto 12 cups of coffee. The integrated cleaning brush makes it easy to clean while the self-contained chord storage saves place on the kitchen counter.</p>","<ul>
  <li>12 Cup Coffee Grinder<br />
  </li>
  <li>Durable and long lasting stainless steel grinding blades<br />
  </li>
  <li>Easy access to ground coffee with removable, transparent ground coffee container<br />
  </li>
  <li>Quick cleaning with conveniently intregrated brush<br />
  </li>
  <li>Simple to use with one touch push button control<br />
  </li>
  <li>Safe operation with automatic system that stops blades when pressure is removed from the lid<br />
  </li>
  <li>Dimensions: 5&quot;W x 4.3&quot;D x 9.1&quot;H<br />
  </li>
  <li>1-year Manufacturer's Warranty</li>
</ul>",2483.7,INGL3339.jpg,INGL3337 INGL3338 INGL3332 INGL3340 INGL3341
INGL3340,Home & Kitchen,Home Appliances,De'longhi,Delonghi Electric Barbecue BQ 55,<p>Special system for selecting two different grill heights to ensure perfect cooking. Removable drip tray: permits smokeless grilling when filled with water. On/off switch with indicator light. Cool Touch Handles. Safety microswitch cuts the power supply when the control panel is not in place. </p>,"<ul>
  <li>2 Different Grill Heights<br />
  </li>
  <li>Removable Drip Tray<br />
  </li>
  <li>Indicator Light<br />
  </li>
  <li>Cool Touch Handles<br />
  </li>
  <li>Max. power : 1900 Watt.</li>
</ul>",6186.3,INGL3340.jpg,INGL3337 INGL3338 INGL3339 INGL3332 INGL3341
INGL3341,Home & Kitchen,Home Appliances,De'longhi,Delonghi Kettle KBO 2001.R,,"<ul>
  <li>Unique high gloss red finish with chromed details<br />
  </li>
  <li>360° swivel base. <br />
  </li>
  <li>Water level indicator<br />
  </li>
  <li>Flat stainless steel concealed element<br />
  </li>
  <li>3-level safety protection<br />
  </li>
  <li>Removable, washable anti-scale filter<br />
  </li>
  <li>Cord storage<br />
  </li>
  <li>Non-slip feet<br />
  </li>
  <li>ColourRed<br />
  </li>
  <li>Detachable base for cord-free convenience</li>
</ul>",6018,INGL3341.jpg,INGL3333 INGL3334 INGL3335 INGL3336 INGL3337 INGL3338 INGL3339 INGL3340
INGL3353,Gift Vouchers,,Lifestyle,Lifestyle Gift Voucher worth INR 1000,"<p>Choosing the right gift for your loved ones may not always be easy. Which is why, the Lifestyle gift voucher is a perfect choice. Now, each time you want to make your loved ones feel special, gift them the freedom of choice with Lifestyle Gift Vouchers. The gift vouchers can be redeemed across any of our stores, across all product categories. You can also personalize your Gift Voucher with a special message for your loved ones.<br />
</p>
<p><strong>Terms:</strong><br />
  </p>
<ul>
  <li>Vouchers are valid for 12 months from the date of issue.<br />
  </li>
  <li>The vouchers are redeemable for items worth Rs. 500 at any of the Lifestyle stores mentioned below.<br />
  </li>
  <li>No cash refunds, in part or full against this voucher.<br />
  </li>
  <li>Should the purchase value exceed the value of the voucher, the differential amount should be paid. If the value of the purchase is lesser than the Gift Voucher, the customer will be given a credit note for the difference.<br />
  </li>
  <li>The voucher is redeemable only by the bearer. No replacement / compensation is permissible for lost vouchers.<br />
  </li>
  <li>Mutilated or defaced Gift Vouchers will not be honored.<br />
  </li>
  <li>The vouchers cannot be used at Caf Coffee Day &  Planet M and Food Court.<br />
  </li>
  <li>The vouchers cannot be used for Mobile phones, MP3, DVD, VCD players.<br />
  </li>
  <li>Once the voucher is issued, Lifestyle will not entertain any request for cancellation. Any exchange by the bearer will be considered a valid discharge of Lifestyles liability.<br />
  </li>
  <li>The Gift Voucher is not valid without the signature of the Authorized Signatory and the companys seal.<br />
  </li>
  <li>Lifestyle reserves the right to alter any / all the terms and conditions of the Gift Voucher any time without prior notice.</li>
</ul>",,969,INGL3353.jpg,INGL3586 INGL3071 INGL3073 INGL3579
INGL3354,Gift Vouchers,,Lifestyle,Lifestyle Gift Voucher worth INR 3000,"<p>Choosing the right gift for your loved ones may not always be easy. Which is why, the Lifestyle gift voucher is a perfect choice. Now, each time you want to make your loved ones feel special, gift them the freedom of choice with Lifestyle Gift Vouchers. The gift vouchers can be redeemed across any of our stores, across all product categories. You can also personalize your Gift Voucher with a special message for your loved ones.<br />","</p>
<p><strong>Terms:</strong><br />
  </p>
<ul>
  <li>Vouchers are valid for 12 months from the date of issue.<br />
  </li>
  <li>The vouchers are redeemable for items worth Rs. 500 at any of the Lifestyle stores mentioned below.<br />
  </li>
  <li>No cash refunds, in part or full against this voucher.<br />
  </li>
  <li>Should the purchase value exceed the value of the voucher, the differential amount should be paid. If the value of the purchase is lesser than the Gift Voucher, the customer will be given a credit note for the difference.<br />
  </li>
  <li>The voucher is redeemable only by the bearer. No replacement / compensation is permissible for lost vouchers.<br />
  </li>
  <li>Mutilated or defaced Gift Vouchers will not be honored.<br />
  </li>
  <li>The vouchers cannot be used at Caf Coffee Day &  Planet M and Food Court.<br />
  </li>
  <li>The vouchers cannot be used for Mobile phones, MP3, DVD, VCD players.<br />
  </li>
  <li>Once the voucher is issued, Lifestyle will not entertain any request for cancellation. Any exchange by the bearer will be considered a valid discharge of Lifestyles liability.<br />
  </li>
  <li>The Gift Voucher is not valid without the signature of the Authorized Signatory and the companys seal.<br />
  </li>
  <li>Lifestyle reserves the right to alter any / all the terms and conditions of the Gift Voucher any time without prior notice.</li>
</ul>",2907,INGL3354.jpg,INGL3588 INGL3581 INGL3368 INGL3371
INGL3355,Gift Vouchers,,Lifestyle,Lifestyle Gift Voucher worth INR 5000,"<p>Choosing the right gift for your loved ones may not always be easy. Which is why, the Lifestyle gift voucher is a perfect choice. Now, each time you want to make your loved ones feel special, gift them the freedom of choice with Lifestyle Gift Vouchers. The gift vouchers can be redeemed across any of our stores, across all product categories. You can also personalize your Gift Voucher with a special message for your loved ones.<br />","</p>
<p><strong>Terms:</strong><br />
  </p>
<ul>
  <li>Vouchers are valid for 12 months from the date of issue.<br />
  </li>
  <li>The vouchers are redeemable for items worth Rs. 500 at any of the Lifestyle stores mentioned below.<br />
  </li>
  <li>No cash refunds, in part or full against this voucher.<br />
  </li>
  <li>Should the purchase value exceed the value of the voucher, the differential amount should be paid. If the value of the purchase is lesser than the Gift Voucher, the customer will be given a credit note for the difference.<br />
  </li>
  <li>The voucher is redeemable only by the bearer. No replacement / compensation is permissible for lost vouchers.<br />
  </li>
  <li>Mutilated or defaced Gift Vouchers will not be honored.<br />
  </li>
  <li>The vouchers cannot be used at Caf Coffee Day &  Planet M and Food Court.<br />
  </li>
  <li>The vouchers cannot be used for Mobile phones, MP3, DVD, VCD players.<br />
  </li>
  <li>Once the voucher is issued, Lifestyle will not entertain any request for cancellation. Any exchange by the bearer will be considered a valid discharge of Lifestyles liability.<br />
  </li>
  <li>The Gift Voucher is not valid without the signature of the Authorized Signatory and the companys seal.<br />
  </li>
  <li>Lifestyle reserves the right to alter any / all the terms and conditions of the Gift Voucher any time without prior notice.</li>
</ul>",4845,INGL3355.jpg,INGL3590 INGL3589 INGL3369 INGL3372
INGL3356,Gift Vouchers,,Mainland China,Mainland china Gift Voucher worth INR 1000,"<p>The Mainland China Chain of Restaurants is synonymous with Authentic, high quality Chinese Cuisine. Take your culinary experiences to newer and tastier heights with our Special Gift Vouchers.</p>","<ul>
  <li>This Gift Voucher is not redeemable against cash and cannot be returned for cash refund.<br />
  </li>
  <li>Any amount in excess of the value of this gift vouchers must be settled by cash or Credit/Debit card.<br />
  </li>
  <li>If a voucher is lost or stolen neither will a new voucher be issued nor will the money be reimbursed in any manner.</li>
  <li>Validity period will be mentioned on the voucher</li>
</ul>",969,INGL3356.jpg,INGL3592 INGL3594 INGL022 INGL3361 INGL3546 INGL3549
INGL3357,Gift Vouchers,,Mainland China,Mainland china Gift Voucher worth INR 3000,"<p>The Mainland China Chain of Restaurants is synonymous with Authentic, high quality Chinese Cuisine. Take your culinary experiences to newer and tastier heights with our Special Gift Vouchers.</p>","<ul>
  <li>This Gift Voucher is not redeemable against cash and cannot be returned for cash refund.<br />
  </li>
  <li>Any amount in excess of the value of this gift vouchers must be settled by cash or Credit/Debit card.<br />
  </li>
  <li>If a voucher is lost or stolen neither will a new voucher be issued nor will the money be reimbursed in any manner.</li>
  <li>Validity period will be mentioned on the voucher</li>
</ul>",2876.4,INGL3357.jpg,INGL3575 INGL3358 INGL3362 INGL3547
INGL3358,Gift Vouchers,,Mainland China,Mainland china Gift Voucher worth INR 5000,"<p>The Mainland China Chain of Restaurants is synonymous with Authentic, high quality Chinese Cuisine. Take your culinary experiences to newer and tastier heights with our Special Gift Vouchers.</p>","<ul>
  <li>This Gift Voucher is not redeemable against cash and cannot be returned for cash refund.<br />
  </li>
  <li>Any amount in excess of the value of this gift vouchers must be settled by cash or Credit/Debit card.<br />
  </li>
  <li>If a voucher is lost or stolen neither will a new voucher be issued nor will the money be reimbursed in any manner.</li>
  <li>Validity period will be mentioned on the voucher</li>
</ul>",4794,INGL3358.jpg,INGL3357 INGL3575 INGL3362 INGL3547
INGL3359,Gift Vouchers,,Megamart,Megamart Gift Voucher worth INR 500,<p>Megamart Gift Voucher brings to the customers a wide range of products to choose from that suits individual budget perfectly. No wonder the store is hit everywhere with buyers making a beeline for the store. This multi-brand concept is unique that brings both national and international products under a single roof. The ambiance in the stores is fantastic with friendly service that makes shopping here an experience to savor at every level.</p>,"<ul>
  <li>The Megamart Git voucher is valid only at Megamart Outlets for 6 months from the date of issue.<br />
  </li>
  <li>The Megamart Gift voucher cannot be exchanged for lesser giftvoucher denominations.<br />
  </li>
  <li>The Megamart Gift voucher cannot be redeemed for cash or part credit note.<br />
  </li>
  <li>Gift voucher cannot be redeemed in part value.<br />
  </li>
  <li>Mutilated or defaced Gift voucher will not be honoured.<br />
  </li>
  <li>No duplicate will be issued if this voucher is lost or misplaced.<br />
  </li>
  <li>Gift voucher are not accepted at the food, café &  on mobiles outlet at Megamart.<br />
  </li>
  <li>In case of promotions or event special conditions will be applicable.<br />
  </li>
  <li>Only valid vouchers shall be accepted for redemption.<br />
  </li>
  <li>The holder of this voucer is deemed to be the beneficiary.<br />
  </li>
  <li>Redemption/Validity of this Gift voucher shall be at the sole discretion of Megamart.<br />
  </li>
  <li>Any dispute arising out of this terms of this Gift voucher shall be subject to Bangalore jurisdiction.<br />
  </li>
  <li>Brands available may vary from store to store from time to time.<br />
  </li>
  <li>Megamart reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.</li>
</ul>",510,INGL3359.jpg,INGL3051 INGL3577 INGL3578
INGL3360,Gift Vouchers,,Megamart,Megamart Gift Voucher worth INR 1000,<p>Megamart Gift Voucher brings to the customers a wide range of products to choose from that suits individual budget perfectly. No wonder the store is hit everywhere with buyers making a beeline for the store. This multi-brand concept is unique that brings both national and international products under a single roof. The ambiance in the stores is fantastic with friendly service that makes shopping here an experience to savor at every level.</p>,"<ul>
  <li>The Megamart Git voucher is valid only at Megamart Outlets for 6 months from the date of issue.<br />
  </li>
  <li>The Megamart Gift voucher cannot be exchanged for lesser giftvoucher denominations.<br />
  </li>
  <li>The Megamart Gift voucher cannot be redeemed for cash or part credit note.<br />
  </li>
  <li>Gift voucher cannot be redeemed in part value.<br />
  </li>
  <li>Mutilated or defaced Gift voucher will not be honoured.<br />
  </li>
  <li>No duplicate will be issued if this voucher is lost or misplaced.<br />
  </li>
  <li>Gift voucher are not accepted at the food, café &  on mobiles outlet at Megamart.<br />
  </li>
  <li>In case of promotions or event special conditions will be applicable.<br />
  </li>
  <li>Only valid vouchers shall be accepted for redemption.<br />
  </li>
  <li>The holder of this voucer is deemed to be the beneficiary.<br />
  </li>
  <li>Redemption/Validity of this Gift voucher shall be at the sole discretion of Megamart.<br />
  </li>
  <li>Any dispute arising out of this terms of this Gift voucher shall be subject to Bangalore jurisdiction.<br />
  </li>
  <li>Brands available may vary from store to store from time to time.<br />
  </li>
  <li>Megamart reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.</li>
</ul>",999.6,INGL3360.jpg,INGL3367 INGL3370 INGL3373 INGL3376
INGL3361,Gift Vouchers,,Pizza Hut,Pizza Hut Gift Voucher worth INR 1000,"<p>Pizza Hut Gift Voucher is the best gifting option since this is sure to bring a smile on the face of even the most sullen people. When it comes to celebration time, good food option takes the priority; and as everybody knows anytime is Pizza time! So, what does this tell you? When you are in the mood to celebrate, Pizza Hut is your obvious destination. Ever since the first restaurant started in 1996 in Bangalore, there has been a constant demand for more among the customers, especially the young people.</p>","<ul>
  <li>This voucher cannot be exchanged for cash.<br />
  </li>
  <li>Please hand over your voucher to the server at the time of placing your order.<br />
  </li>
  <li>Please treat this voucher as cash as it cannot be replaced in case of loss or damage.<br />
  </li>
  <li>This voucher has been issued subject to the terms of the company (available on request).<br />
  </li>
  <li>Additional corporate discounts are not valid on Gift Vouchers.<br />
  </li>
  <li>Gift Vouchers cannot be used in conjunction with other offers.<br />
  </li>
  <li>Gift voucher is valid for 3 months from the date of issue.<br />
  </li>
  <li>Pizza Hut reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.</li>
</ul>",969,INGL3361.jpg,INGL3592 INGL3594 INGL3356 INGL022 INGL3546 INGL3549
INGL3362,Gift Vouchers,,Pizza Hut,Pizza Hut Gift Voucher worth INR 2000,"<p>Pizza Hut Gift Voucher is the best gifting option since this is sure to bring a smile on the face of even the most sullen people. When it comes to celebration time, good food option takes the priority; and as everybody knows anytime is Pizza time! So, what does this tell you? When you are in the mood to celebrate, Pizza Hut is your obvious destination. Ever since the first restaurant started in 1996 in Bangalore, there has been a constant demand for more among the customers, especially the young people.</p>","<ul>
  <li>This voucher cannot be exchanged for cash.<br />
  </li>
  <li>Please hand over your voucher to the server at the time of placing your order.<br />
  </li>
  <li>Please treat this voucher as cash as it cannot be replaced in case of loss or damage.<br />
  </li>
  <li>This voucher has been issued subject to the terms of the company (available on request).<br />
  </li>
  <li>Additional corporate discounts are not valid on Gift Vouchers.<br />
  </li>
  <li>Gift Vouchers cannot be used in conjunction with other offers.<br />
  </li>
  <li>Gift voucher is valid for 3 months from the date of issue.<br />
  </li>
  <li>Pizza Hut reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.</li>
</ul>",1917.6,INGL3362.jpg,INGL3357 INGL3358 INGL3575 INGL3547
INGL3363,Gift Vouchers,,Fitness First,Fitness First Gift Voucher Worth INR 3500,"<p>According to Fitness First, staying fit is simply a way of life and the longer you are at it more it becomes effortless. So much so, that it becomes a second nature, an unconscious following of a healthy lifestyle in all aspects of individual living.  Fitness First Gift Voucher is ideal for everybody who is yet to wake up to the benefits of proper exercising. This voucher provides club membership in a Fitness First center near you.</p>","<ul>
  <li>This gift voucher is redeemable only at the Fitness First India clubs, review the link for a list of our clubs http://www.fitnessfirst.net.in/in/clubinfo/main.asp.<br />
  </li>
  <li>This gift voucher is valid for a period of 3 months from the date of purchase.<br />
  </li>
  <li>You must be 16 years and older to use this gift voucher.<br />
  </li>
  <li>For existing members of Fitness First India, the value of the gift voucher may be redeemed against any new Personal Training or Nutrition Counselling packages.<br />
  </li>
  <li>This gift voucher does not entitle existing members for refund on membership dues or Personal Training and/or Nutrition Counselling packages already paid.<br />
  </li>
  <li>For new joining members of Fitness First India, the value of the gift voucher may be redeemed against membership fees only.<br />
  </li>
  <li>The voucher cannot be exchanged for cash.<br />
  </li>
  <li>The voucher cannot be clubbed with another existing offer.<br />
  </li>
  <li>Members shall be required to execute an agreement for services availed by them at </li>
  <li>Fitness First India Private Limited and the membership shall be subject to the terms and conditions of Fitness First India Private Limited. Please visit www.fitnessfirst.net.in for detailed T& CS.<br />
  </li>
  <li>Any dispute regarding the gift vouchers shall be subject jurisdiction of courts in Delhi only. 11) Club timings - 6:30am to 10:00pm (weekdays), 7:00 am to 7:00pm (weekends).<br />
  </li>
  <li>Fitness First reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.<br />
  </li>
</ul>",3437.4,INGL3363.jpg,INGL3364 INGl3365 INGL3366
INGL3364,Gift Vouchers,,Fitness First,Fitness First Gift Voucher Worth INR 5100,"<p>According to Fitness First, staying fit is simply a way of life and the longer you are at it more it becomes effortless. So much so, that it becomes a second nature, an unconscious following of a healthy lifestyle in all aspects of individual living.  Fitness First Gift Voucher is ideal for everybody who is yet to wake up to the benefits of proper exercising. This voucher provides club membership in a Fitness First center near you.</p>","<ul>
  <li>This gift voucher is redeemable only at the Fitness First India clubs, review the link for a list of our clubs http://www.fitnessfirst.net.in/in/clubinfo/main.asp.<br />
  </li>
  <li>This gift voucher is valid for a period of 3 months from the date of purchase.<br />
  </li>
  <li>You must be 16 years and older to use this gift voucher.<br />
  </li>
  <li>For existing members of Fitness First India, the value of the gift voucher may be redeemed against any new Personal Training or Nutrition Counselling packages.<br />
  </li>
  <li>This gift voucher does not entitle existing members for refund on membership dues or Personal Training and/or Nutrition Counselling packages already paid.<br />
  </li>
  <li>For new joining members of Fitness First India, the value of the gift voucher may be redeemed against membership fees only.<br />
  </li>
  <li>The voucher cannot be exchanged for cash.<br />
  </li>
  <li>The voucher cannot be clubbed with another existing offer.<br />
  </li>
  <li>Members shall be required to execute an agreement for services availed by them at </li>
  <li>Fitness First India Private Limited and the membership shall be subject to the terms and conditions of Fitness First India Private Limited. Please visit www.fitnessfirst.net.in for detailed T& CS.<br />
  </li>
  <li>Any dispute regarding the gift vouchers shall be subject jurisdiction of courts in Delhi only. 11) Club timings - 6:30am to 10:00pm (weekdays), 7:00 am to 7:00pm (weekends).<br />
  </li>
  <li>Fitness First reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.<br />
  </li>
</ul>",4834.8,INGL3364.jpg,INGL3363 INGl3365 INGL3366
INGL3365,Gift Vouchers,,Fitness First,Fitness First Gift Voucher Worth INR 7500,"<p>According to Fitness First, staying fit is simply a way of life and the longer you are at it more it becomes effortless. So much so, that it becomes a second nature, an unconscious following of a healthy lifestyle in all aspects of individual living.  Fitness First Gift Voucher is ideal for everybody who is yet to wake up to the benefits of proper exercising. This voucher provides club membership in a Fitness First center near you.</p>","<ul>
  <li>This gift voucher is redeemable only at the Fitness First India clubs, review the link for a list of our clubs http://www.fitnessfirst.net.in/in/clubinfo/main.asp.<br />
  </li>
  <li>This gift voucher is valid for a period of 3 months from the date of purchase.<br />
  </li>
  <li>You must be 16 years and older to use this gift voucher.<br />
  </li>
  <li>For existing members of Fitness First India, the value of the gift voucher may be redeemed against any new Personal Training or Nutrition Counselling packages.<br />
  </li>
  <li>This gift voucher does not entitle existing members for refund on membership dues or Personal Training and/or Nutrition Counselling packages already paid.<br />
  </li>
  <li>For new joining members of Fitness First India, the value of the gift voucher may be redeemed against membership fees only.<br />
  </li>
  <li>The voucher cannot be exchanged for cash.<br />
  </li>
  <li>The voucher cannot be clubbed with another existing offer.<br />
  </li>
  <li>Members shall be required to execute an agreement for services availed by them at </li>
  <li>Fitness First India Private Limited and the membership shall be subject to the terms and conditions of Fitness First India Private Limited. Please visit www.fitnessfirst.net.in for detailed T& CS.<br />
  </li>
  <li>Any dispute regarding the gift vouchers shall be subject jurisdiction of courts in Delhi only. 11) Club timings - 6:30am to 10:00pm (weekdays), 7:00 am to 7:00pm (weekends).<br />
  </li>
  <li>Fitness First reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.<br />
  </li>
</ul>",6783,INGL3365.jpg,INGL3364 INGl3363 INGL3366
