Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3920,Home & Kitchen,Kitchen Appliances,OXO,OXO POP Container,,"<ul>
<li>Airtight seal with the press of a button</li>
<li>Modular stacking system for optimal countertop and pantry organization</li>
<li>0.9-quart Container is the ideal size for a standard 1lb box of brown sugar</li>
<li>Also great for use in the garage, sewing room, play room and more</li>
<li>Square and rectangular shapes maximize space-efficiency</li>
<li>Container corners allow for easy pouring</li>
<li>Pop-up button serves as handle to lift off lid</li>
<li>Silicone gasket is dishwasher safe, hand wash other parts</li>
<li>BPA-free</li>
</ul>",555.9,INGL3920.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3923,Travel,Accessories,Eveready,Eveready LED Portable Light,,"<ul>
<li>LED</li>
<li>8 LEDs</li>
<li>1.1 W LED</li>
<li>40 hrs Operating Time</li>
</ul>",459,INGL3923.jpg,INGL3112 INGL3114 INGL3191 INGL3192
INGL3924,Electronics,"TV, Audio & Video",JBL,JBL On Time Micro Micro Channel Docking Speakers,"<p>The JBL On Time Micro, with its extensive, well-thought-out features and powerful remote, is a very strong iPhone / iPod alarm clock. However, some user-interface complexities and a high price hold it back.</p>",,9688.98,INGL3924.jpg,INGL3182 INGL3183 INGL3181
INGL3925,Home & Kitchen,Home Decor,Tricon,Tricon Archana Thali Set of 5 Pcs,<p>Add variety to your kitchenware collection with this appealing thali set. Featuring an interesting design and excellent finish,it looks incredibly beautiful. Made from steel,1014.9,INGL3925.jpg,INGL3401 INGL3402 INGL3403 INGL3223
INGL3926,Home & Kitchen,Home Decor,Tricon,Tricon Losange Diya Set of 5 Pcs,<p>Set of 5 Stainless steel Diyas to illuminate your home in style! A must have for every Indian household as no major celebration is complete without prayers and rituals. This is also is a great gift during festivities.</p>,,448.8,INGL3926.jpg,INGL3401 INGL3402 INGL3403 INGL3223
INGL3927,Gifting Ideas,,Justruffs,Justruffs Dryfruit Gift Platter,<p>Mini melamine  platter with 100 gm truffles 150 gm dry fruit and 1 diya.</p>,,963.9,INGL3927.jpg,INGL3502 INGL3501 INGL3503 INGL3928
INGL3928,Gifting Ideas,,Justruffs,Justruffs Melamine Dryfruit Platter,<p>7 Glass bowl set with 300 gm chocolates 200gm dryfruit. </p>,,892.5,INGL3928.jpg,INGL3502 INGL3501 INGL3927 INGL3503
INGL3929,Gifting Ideas,,Sheaffer,"Sheaffer Gift Combo 
(Prelude 337 Ball Pen + Wrist Watch)",,"<ul>
<li>Body and Cap : Black lacquered body & Palladium plated cap</li>
<li>Clip & Trims : 22k gold plated</li>
<li>Mechanism : Twist</li></ul>",3672,INGL3929.jpg,INGL3930 INGL3931
INGL3930,Gifting Ideas,,Sheaffer,"Sheaffer Gift 100 Collection 
(9306 Ball Pen + Business Card Holder)",,"<ul>
<li>Body and Cap : Brushed Chrome</li>
<li>Clip and Trims : Nickel Plated</li>
<li>Mechanism : smooth twist action mechanism that securely locks in position during use</li>
<li>Warranty : 1 year global warranty by Sheaffer</li> <li>Special Note: This pen comes with an Stylish Business Card  Holder</li></ul>",1173,INGL3930.jpg,INGL3929 INGL3931
INGL3931,Gifting Ideas,,Sheaffer,Sheaffer Gift Combo,,"<ul>
<li>Body and Cap: Black Lacquer body </li>
<li>Clip and Trims : gold tone trims</li>
<li>Mechanism:Twist</li>
<li>Warranty : 1year global warranty by Sheaffer</li>
<li>Special Note: This pen comes with an elegant table clock</li>
</ul>",2019.6,INGL3931.jpg,INGL3930 INGL3929
INGL3932,Fashion,Accessories,Bluestone,"Bluestone Yumalis Earrings
(Diamond Earring In 18Kt Yellow Gold)","<p>A delicate assemblage of golden leaves, some of which are filled with twinkling stones, these earrings are gentle in their arrangement and gorgeous to feast the eyes upon. Get gorgeous in their vibrance!</p>",,8517,INGL3932.jpg,INGL3903 INGL3904 INGL3902 INGL3933
INGL3933,Fashion,Accessories,Bluestone,Bluestone Bellona Earrings (Diamond Earring In 18KT White Gold),"<p>A chic pair of tear-drop shaped earrings featuring two inter-woven smooth shapes embracing a single perfect shimmering stone, this glamourous pair of earrings is an impossibly trendy must-have.</p>",,5865,INGL3933.jpg,INGL3903 INGL3904 INGL3932 INGL3902
INGL3934,Fashion,Accessories,Bluestone,Bluestone Reiu Pendant (Diamond Pendant In 18KT Yellow Gold),"<p>The delicate zig-zag accentuated with a single diamond makes this perfect for daily wear. Slip it on and feel gorgeous, everyday!</p>",,4875.6,INGL3934.jpg,INGL3903 INGL3904 INGL3932 INGL3902
INGL3936,Fashion,Fragrances,Davidoff,Davidoff Gift Set For Women,"<p>Launched by the design house of Davidoff in 1996, COOL WATER is classified as a sharp, flowery fragrance. This feminine scent possesses a blend of citrus, pineapple, and woody notes. Accompanied by the scent of the pure ocean air. It is recommended for daytime wear.</p>",,5100,INGL3936.jpg,INGL4069 INGL4070 INGL203 INGL3975 INGL3976 INGL3977
INGL3938,Electronics,Mobiles & Accessories,iDance,iDance EBX 1 Series In ear Headset,,"<ul>
<li>20 Hz - 20000 Hz Headset Frequency Response</li>
<li>100 dB/mW Headset Sensitivity at 1 kHz</li>
<li>Built-in Microphone</li>
<li>11 mm Headset Driver Units</li>
<li>Wired</li>
<li>In-the-ear Headset</li>
<li>In-ear-canalphone Design</li>
<li>16 ohm Headset Impedance</li>
</ul>",1122,INGL3938.jpg,INGL3897 INGL3939 INGL3950
INGL3939,Electronics,Mobiles & Accessories,iDance,iDance Crazy Headsets,,"<ul>
<li>Closed Headset</li>
<li>On-the-ear Headset</li>
<li>Supra-aural</li>
<li>Over-the-head Design</li>
<li>15 Hz - 20000 Hz Headset Frequency Response</li>
<li>44 mm Headset Driver Units</li>
<li>Wired</li>
<li>Built-in Microphone</li>
</ul>",1630.98,INGL3939.jpg,INGL3938 INGL3897 INGL3950
INGL3940,Electronics,Accessories,Thrustmaster,Thrustmaster Ferrari Universal Challenge Racing Wheel 5 in1,"<p>Bring the exciting world of Formula 1 racing into your home and defeat every player in style with this racing wheel ensemble. The Thrustmaster Universal Challenge 5 in 1 is a versatile racing wheel that will take every racing game of yours to the next level of sophistication. The racing wheel is compatible with all games on PS3, PS2, PC, Wii and GameCube, giving you a wide choice of titles to choose from.</p>","<ul>
<li>Linear Resistance</li>
<li>PC, PS3, PS2, Wii Platform</li>
<li>Adjustable Wheel Sensitivity</li>
<li>Vibration Feature</li>
<li>Progressive Pedal Assembly</li>
<li>Central Attachment System</li>
</ul>",2499,INGL3940.jpg,INGL3892 INGL3198 INGL3941
INGL3941,Electronics,Accessories,Thrustmaster,Thrustmaster USB Joystick,,"<ul>
<li>Point of View Button</li>
<li>Thumb Throttle</li>
<li>USB Plug and Play</li>
<li>Stability</li>
<li>Ergonomic Handle with Enlarged Rest</li>
<li>3 Axis, 4 Button and Trigger</li>
<li>PC Platform</li>
<li>Ergonomic handle with enlarged rest</li>
<li>optimal gaming comfort</li>
<li>Point Of View button</li>
<li>Perfect and easy camera control and immersion in games</li>
<li>3 axis and 4 buttons + 1 trigger</li>
<li>For complete control</li>
<li>Thumb throttle</li>
<li>Speed control</li>
<li>USB Plug and Play connection</li>
<li>Easy to configure</li>
<li>Weighted base, with non-slip rubber pads</li>
<li>Perfect stability</li>
</ul>",1198.5,INGL3941.jpg,INGL3892 INGL3940 INGL3198
INGL3942,Home & Kitchen,Kitchen Appliances,Corelle,Corelle Kids Serving Set of Six,,"<ul>
<li>Material: Opal Glass</li>
<li>Color: Orange &  White</li>
<li>Dishwasher Safe: Yes</li>
<li>Freezer Safe: Yes</li>
<li>Microwave Safe: Yes</li>
<li>Divided Plate Diameter: 10 inches (25 cm)</li>
<li>Vegetable Bowl Diameter: 6.2 inches (16 cm), Height: 2 inches (5 cm)</li>
<li>Cereal Bowl Diameter: 5.5 inches (14 cm), Height: 1.5 inches (4 cm)</li>
<li>Kids Serving Spoon Length: 6.5 inches (16 cm)</li>
<li>Kids Spoon Length: 5.5 inches (14 cm)</li>
<li>Kids Fork Length: 6.5 inches (16 cm)</li>
<li>Quantity: Set of 6 Pieces (1 Divided Plate + 1 Vegetable Bowl + 1 Cereal Bowl + 1 Kids Serving Spoon + 1 Kids Spoon + 1 Kids Fork)</li>
</ul>",1579.98,INGL3942.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3943,Gifting Ideas,,Justruffs,Justruffs Signature Luxury Dessert Truffles Gift Pack Box of 24,"<p>Luxury Signature Truffles are smooth and intense. These truffles created out of our Signature Couveture are mild, dark and not too bitter.</p></br>
<p>Flavours Includes: Peanut Crunch, Caramel Twirl, Mocha Magic, Black and White,
Orange Truffle Crunch, Pure Truffle, Fruit n Nut, Crunchy Nougatine</p>",,1224,INGL3943.jpg,INGL3502 INGL3501 INGL3927 INGL3503
INGL3944,Gifting Ideas,,Justruffs,Justruffs Belgian Style Pralines Gift Pack Box of 12,"<p>Belgian Style Pralines are created fresh using the finest ingredients from Belgium, stylishly packed in our proprietary boxes. Thecouverture we use is 60% and 70% Dark, Extra Bitter.</p></br>
<p>Flavours: Jamaican Rhapsody, Rocher Noir, Cappuchino Ganache, Marzipan Amande, Marzipan Pistache, Dark Sinful Ganache, Rocher Lait, Dark Rum Ganache, Bailey's Indulgence. Whisky Warmth, Double The Nuts, Ebony and Ivory, Fresh Truffle, Caramel Embrace, Nutty Embrace.</p>",,918,INGL3944.jpg,INGL3502 INGL3501 INGL3927 INGL3503
INGL3945,Home & Kitchen,Home Appliances,Philips,Philips Steam Iron  GC1920,<p>The Philips GC1920 is a steam iron designed for quick and easy ironing experience. This Philips steam iron has aGolden American Heritage Soleplate for easy gliding over the fabric. The pointed tip of this Philips device makes it easy to manoeuver around buttons and collars. The ergonomic handle of the Philips GC1920 allows for a relaxed and comfortable grip.</p>,"<ul>
<li>Golden American Heritage Soleplate</li>
<li>Dry</li>
<li>Spray Iron</li>
<li>Self Cleaning Feature</li>
<li>Variable Steam Control</li>
<li>180 Degree Swivel Cord</li>
<li>Steam</li>
<li>1440 W Power Consumption</li>
<li>1.8 m Cord Length</li>
</ul>",1611.6,INGL3945.jpg,INGL3497 INGL3498 INGL3499 INGL3496
INGL3946,Home & Kitchen,Kitchen Appliances,Philips,Philips Hand Blender HR1351/C,"<p>The Philips HR1351/C is an immersive type hand blender that sports a sleek, ergonomically contoured design for maximum operating comfort. The HR1351/C hand blender gives you the freedom to blend, whisk, aerate, mix and whip right in the pot. This Philips hand blender is powered by a high torque 250 Watt Motor for efficient pulverizing and even textured result.</p>","<ul>
<li>Hand Blender</li>
<li>250 W Power Consumption</li>
<li>Blending Function</li>
<li>Chopping Function</li>
<li>PP and Rubber Body</li>
<li>Stainless Steel Blade</li>
<li>Pureeing Function</li>
</ul>",1575.9,INGL3946.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3948,Electronics,"TV, Audio & Video",Philips,Philips Blu Ray Player BDP2180,"<p>Stunning 3D effect and 1080p up-conversion provide the picture depth and action the leap off the screen abd draw you deep into the viewing experience, even on DVD !</p>",,6375,INGL3948.jpg,INGL3504 INGL3506 INGL3507 INGL3508 INGL3509
INGL3949,Electronics,"TV, Audio & Video",Philips,Philips MP3 Player Mobile Phone Dock AJ3270D/12,"<p>Take pleasure in starting your day right with your favourite music from your iphone/iphone. This compact clock plays and charges the latest iPod/iPhone models, even with protective cases on!</p>",,3927,INGL3949.jpg,INGL3504 INGL3506 INGL3507 INGL3508 INGL3509
INGL3950,Electronics,Mobiles & Accessories,Oneil,Oneil Cruz with Mike SHO3305ZERO/00,,"<ul>
<li>Incredibly Explosive, lifelike Bass</li>
<li>Mix&rsquo;n&rsquo;Max Your Way to a louder Life</li>
<li>Live life to the max with the Cruz Headphones and submerge yourself in bass so rich you&rsquo;ll</li>
<li>feel it deep down inside! With a simple plug'n'play design, </li>
<li>you can now pop out and crank</li>
<li>up the volume any time the mood hit you!</li>
<li>Supreme comfort</li>
<li>Comfortable headband easily adjusts to every head size</li>
<li>Soft, breathable fabric cushions ensure long wearing comfort</li>
<li>Mind-blowing sound</li>
<li>32mm neodymium drivers deliver dynamic larger-than-life bass</li>
<li>Quickly flip from music to calls via a built-in mic &  remote</li>
<li>Get deep down into the groove with on-ear isolating cushions</li>
<li>Prepare for impact</li>
<li>L-shape connector enhances cable durability and lifespan</li>
<li>Robust, modular design can withstand the toughest impact</li>
<li>Earcans simply pop off if excessive force is applied</li>
<li>Ultra-tough, tangle-free flat cable</li>
</ul>",1846.2,INGL3950.jpg,INGL3938 INGL3939 INGL3897
INGL3951,Electronics,Mobiles & Accessories,Oneil,Oneil Cruz with Mike SHO3305STKR/00,<p>Taste the life with full of Cruz. Immerse yourself in the rich bass and feel it in the heart! With a simple plug and play function,you can adjust the volume every time your mood!</p>,1846.2,INGL3951.jpg,INGL3938 INGL3939 INGL3897
INGL3952,Home & Kitchen,Kitchen Appliances,Tricon,Tricon Cooking Set of 4 Pcs,<p>Home essentials never got more classy and unique than this collection by Tricon. Decorate and revamp every corner of your house and transform it into &lsquo;your home&rsquo;. From table-tops to wine sets to salad sets,this exhaustive range has it all. 2 Sauce Pan,1173,INGL3952.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3953,Electronics,Mobiles & Accessories,Sony,Sony 3 in 1 Walkman NWZ-WH303,"<p>Headphones with 30mm drivers,built-in 4GB MP3 player,surround sound speakers& sound enhancement modes. 3 in 1 Walkman with - Mp3 Player, headphones and surround sound speakers.</p>","<ul>
<li>Wireless / Wired Headphone with 30mm driver unit</li>
<li>Built in rechargeable battery</li>
<li>Inbuilt Stereo Speakers</li>
<li>Inbuilt MP3 Player (4GB)</li>
<li>Quick Charge (3 min gives Playback of 60 min)</li>
<li>Battery Life  - 20 hrs</li>
<li>Sound Illuminator</li>
</ul>",8343.6,INGL3953.jpg,INGL3938 INGL3939 INGL3897
INGL3954,Electronics,Mobiles & Accessories,Sony,Sony NFC Bluetooth Headphone DR-BTN200,,"<ul>
<li>Connect wirelessly with one touch: NFC</li>
<li>Built-in mic </li>
<li>4.5h charge by USB, approx. 40 Hrs of Battery Life (continuous music playback time)</li>
<li>30mm driver unit</li>
<li>Frequency response: 20Hz &ndash; 20,000Hz</li>
</ul>",7497,INGL3954.jpg,INGL3938 INGL3939 INGL3897 INGL3896
INGL3955,Travel,Luggage,Samsonite,Samsonite Albi Wheel Duffle 55 cm,,"<ul>
<li>Light weight</li>
<li>1 spacious compartment</li>
<li>1 front pocket &  2 side pockets</li>
<li>Comfort padded handles</li>
</ul>",4486.98,INGL3955.jpg,INGL3978 INGL3979 INGL3982 INGL3983
INGL3957,Home & Kitchen,Kitchen Appliances,Corelle,Corelle Cup & Saucer Elite Set of Twelve,"<p>An elite 12 Pcs cup and Saucer set for an enjoyable and graceful tea time with your loved ones! Adorned with a pretty floral design with gold detailing, the set has a timeless appeal. It is made of fine opal glass and comes with a 1 year warranty.</p>","<ul>
<li>Material: Opal Glass</li>
<li>Color: Multicolor</li>
<li>Cup Diameter: 3.7 inches (9 cm), Height: 2 inches (5 cm)</li>
<li>Saucer Diameter: 6.2 inches (16 cm)</li>
<li>Dishwasher Safe: Yes</li>
<li>Microwave Safe: Yes</li>
<li>Number of Pieces: 12</li>
<li>Quantity: Set of 12 Pieces (6 Cups + 6 Saucers)</li>
</ul>",2231.76,INGL3957.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3958,Home & Kitchen,Kitchen Appliances,Prestige,Prestige Electric Kettle 1.0 PKSS,,"<ul>
<li>Electric Kettle</li>
<li>1 L Capacity</li>
<li>1350 W Power Consumption</li>
<li>Cordless Kettle</li>
<li>Auto Shut Off</li>
<li>Lockable Lid</li>
<li>Concealed Heating Element</li>
</ul>",1350.48,INGL3958.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3959,Fashion,Accessories,Benetton,Benetton Ladies Clutch Red Colour,<p>We are sure you never give a skip to the elegant and glam clutches that Bollywood divas carry at their top notch parties. Here comes the ultimate accessory from UCB that your fashion idols so lovingly flash. So girls,line up for the amazing clutches and carry them to your parties with aplomb. Be a trendsetter with this United Colours of Benetton Clutch with Flap Style and made from high quality PU. Magnetic Button Lock.</p>,1488.18,INGL3959.jpg,INGL3903 INGL3904 INGL3932 INGL3902
INGL3960,Home & Kitchen,Kitchen Appliances,Morphy Richards,Morphy Richards Select 600 Food Processor,,"<ul>
<li>1.5 L Processing Bowl</li>
<li>1.5 L Polycarbonate Liquidizing Jar</li>
<li>Centrifugal Juicer</li>
<li>Chutney Grinding Function</li>
<li>600 W Power Consumption</li>
<li>Citrus Juicer</li>
</ul>",7665.3,INGL3960.jpg,INGL3412 INGL3413 INGL3414 INGL3415
